reviewer,ratings,tilte,review_link,review_date_place,variant_name,variant_link,verified,review_body,helpful,review_comments
Bikram Sahu,5.0 out of 5 stars,Sennheiser Service is impressive,https://www.amazon.in/gp/customer-reviews/RN7F8ZL44DSAX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 13 August 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I am not here to review the product but overall the Sennheiser CX 180 Street II headset is awesome at this price range. Today I am here to tell you about my experience with Sennheiser Service. I brought the product about 11 months ago on Oct'18, but recently I faced issues regarding the headset. The right side earpiece sound dramatically goes low & I decided to claim Service request from Sennheiser. I am from Assam & there is no service centre near my location & actually all over India there is only 4 Service Centre available. The closest one is in Kolkata so I decided to call Sennheiser Service toll free no. & discuss about the matter. They told me not to send the headset to Kolkata Office as they do not have Courier facility to send the product back to you after repairing. They told me to send the product to Haryana office (Gurugram) with the box and all original accessories and Original Invoice. They also told me to write down my informations such as name, ph no, email id, & address in a paper & send it inside the box. I send the package & it took me just 8 days to get my product back from them & guess what I recieved a brand new Sennheiser CX180 headset. It put a nice smile on my face. I am very impressed with the Sennheiser Service, I recommend to go for their products & as everyone knows they are king in audio device making all over the world. Hope this will help you guys, Peace!",,0
Pratyay Dutta,4.0 out of 5 stars,Best if you don't need mic.,https://www.amazon.in/gp/customer-reviews/R3GKFTJBI64JGY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 25 September 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I have used this product for the last two years before one side earphone speaker stopped working. But it is very good for my usage so I just ordered another today.Your use case and design preferences may vary from mine so this review may not be relevant for you.Most important con: Microphone not available!But if you can live without that I can say nothing comes closer to perfect sound quality at this price point of 700 Rupees.Build quality is not that good.You do not get braided cables so forget about that spring like connector protection as well. What you get is very lightweight eartips (comfortable) with thin rubbery wires and a right angle connector (which I personally prefer). Yes you get extra eartips for all three sizes so it wont matter if you lost the default ones.If you do not take care of this earphone, it will not survive more than a year. Mine lasted 2 years and a month with average usage.The bass of this earphone is good enough (personal opinion of course).It is not excessive like some other brands that claim having Extra Bass or Deep Bass. So you get an optimal sound experience.And yes please stay away from this if you like Boomy Bass. You can buy those cheap local earphones that blow away your ears because this one will not do that.Overall, this comes very close to what sennheiser tries to do that is pure sound experience. Butat this price point this earphone will not feel like a true sennheiser product. Sennheiser's actual sound tuning and experience is for audiophiles and cost very much. But anyways I will always go for this product since my budget is tight.",,0
Akash,5.0 out of 5 stars,Better then Sony Xtra base series.,https://www.amazon.in/gp/customer-reviews/R3HM1VRTR0D7MG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 11 August 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I have been using the Sony Xtra base series from the past 6 years. My average daily music consume is more than 6 hours. I don't have much knowledge about audio but trust me switching to Sennheiser CX 275 S was a great experience. The sound is great and feels clear. I am comparing it with Sony.- Sony. The base is high, a good choice.. Not so durable almost lost all earphones after 1 year. They work fine until the warranty is valid. Although the build is tangle free and feels sturdy.- Sennheiser. This was a surprise. The base is there as needed. Sound balance is top-notch. I became a big fan.. Best choice under 1.5K. The mic is good quality and the person on the other side gets a loud and clear sound.. This is better than CX 180. I am happy to pay almost 800 RS extra for better sound and mic experience.. Comes with 2 years warranty. This is just wow. I have friends who got it replaced and got a brand new even in there last month of warranty.Advice:If your budget is less then 3K. Close your eyes buy this. Even in 2020, this is the best option. Don't buy TWS or Bluetooths once they are just show off and sounds crap.If you don't have a 3.5mm hole in the phone then the other best option can be oppo Enco M31 under 3K. But trust me guys if you have that option to use wired once this is what you need. Hope to found this helpful. :)",,0
Ali123,4.0 out of 5 stars,Naami Baniya Pakwaan Feeka,https://www.amazon.in/gp/customer-reviews/RSMHR1SOL4GA7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 22 October 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"1) Have heard enough about the Sennheiser CX180 so i had ordered it, even though i have already a new Mi dual driver earphone..so after using it i found it has good vocal, good bass but treble(highs) are little bit over powered so sometimes its noisy and due to over powered treble( almost 10 to 20 percent) the crystal clearness of sound is turned into noise and then its no more pleasant for ear....believe me guys Mi dual driver are very crystal clear and not noisy although in Mi dual driver earphone vocals are little bit suppressed ( 10 to 15% ) cuz its a V sound signature earphone but with a little setting by equiliser for the vocals it provides very good and better sound than Sennheiser...( ""Nami Baniya pakwaan feeka"" suna tha aaj dekh bhi liya...Sennheiser is just Nami Baniya)2) company is spending more on packing cover than the wires used in the earphone..lolz..i mean look at the the packing and the wire quality, only either a fool can do this or a company can do this which values its branding and attractiveness but doesn't think about the durability of the product..ofcourse company is giving replacement guarantee but that doesn't mean to compromise with the quality and durability.3) i dont think that adding a mic would cost so much tha company could not made it even after fixing its price above 600 rupees...Some companies are good looter.",,0
Satish Pawshe,3.0 out of 5 stars,This headset gives you detailed Sound.,https://www.amazon.in/gp/customer-reviews/R3C57R6B81Z9JP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 31 October 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Sound Quality, Noise Cancellation And Bass is Good. This headset gives you detailed Sound. But the trebles is very High. Some time it irritates in the Ears.  If you hear music on full volume from this headset its very irritating. So my suggestion is to hear the sound from this headset is atleast 70 to 80 percent Volume. And the wire of this headset is not a Tangle free.",,0
krishnamohan,5.0 out of 5 stars,Cx-180 the best earphones with great sounding,https://www.amazon.in/gp/customer-reviews/R335CB1YBGFXOM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 17 March 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Loved it. If you want a great depth and sound quality u can blindly go for the product. The only - ve in this is, it won't have an mic for music lover like me it is not a problem. If you want an mic within go for jbl c150. If one needs a bass go for boat bass heads which u can order around 550rs in offer time. But In my view for the best music exp u can choose this Cx180 the best budget earphones under 1000 with great sound quality than any other earphones of the price range.",One person found this helpful,0
OVAIS,5.0 out of 5 stars,"GOOD PRODUCT,GOOD SELLER BUT DELIVERY SERVICE IS WORST",https://www.amazon.in/gp/customer-reviews/R1Z8OF7EXQHDOH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 27 August 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"First of all this isn't the first time i have purchased this product.I had bought it a year back and a regular user of the earphones almost everyday. Durability and built quilty is  really appreciable. Actually i am in love with this earphones, as it has tight compressed dynamic output of any varient of sound.. peefect peice for vocal and musical balanced calibration!Actually i gift ordered this for my auncle's wedding anniversary, amazon do shipped it on time but local delivery service sucked the joy of gifting someone surprise!The AMAZON app is showing DELIVERED and website too but the product wasn't supplied to the address.. made me very dissappointing as i had already paid for it and couldn't get it delivered on time .After doing counseling with customer care they said product might lost so they will ship it again and by force i have to wait until they ship it back again.. however product was delivered 7 days delayed from the date of delivery but the product received was genuine..!Sooo please amazon? Product is good and your shipment is on time but please please please choose better local delivery service on that region.(I would have rated 0 stars for the product for the inconveniences i have faced but my joy of listening music in this peice of art from an year didn't alowed me to do so)",,0
Alipriyo Biswas,5.0 out of 5 stars,I'm blown away,https://www.amazon.in/gp/customer-reviews/R1HGMXPB3POZJ9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 29 January 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Probably the best in ear headphones in the given price segment. Absolutely blows away everything else. I have never heard such balance between bass and treble in a pair of headphones. The bass is prominent, provides the thump, and the mids and highs are clear as well. As a metalhead, it is a pleasure to listen to music on these headphones.The downside is the build quality and the absence of a mic. The headphones are quite fragile and care must be taken to keep them safe, else they may stop functioning. Also there is no mic, so no calling or gaming.",,0
Ravi Kothari,4.0 out of 5 stars,Best qound quality I have ever experienced!!,https://www.amazon.in/gp/customer-reviews/R3UHW2SP1HOLVE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 11 October 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Bought CX-180. It's the best. I had ordered Sony's earphones for ₹900, but they were utter disappointment in front of these Sennheiser earphones.Sennheiser wins in all departments - sound quality, noise cancellation, & balanced sound.Although, I didn't receive any carrying pouch/case as mentioned in the product details. So minus 1 stars. Seller: Appario Retail.5/5 for sound.",One person found this helpful,0
72,4.0 out of 5 stars,A Good Buy,https://www.amazon.in/gp/customer-reviews/R191VKI7RHQEXW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 17 August 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Like all earphones the wires are not tangle -free, so how  I  miss an in-ear wireless device  which is  not too expensive.Anyway, the audio is as described in the specs but the in ear fit has to be done to suit your ear- the three rubber pods of different sizes are helpful . Unless the earphone has an over the ear clip or hook any earphone can always fall out.Materially the earphone is good and if the earphones hopefully last beyond the  2 year warranty, hats off to Sennheiser.Even so a word of caution: every electronic appliance must be handled gently to make it last.Thus far I am happy with what I bought.",One person found this helpful,0
Sarvdee,4.0 out of 5 stars,Good earphones but stopped and had to send to service centre,https://www.amazon.in/gp/customer-reviews/R3G3RJBKFK48AB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 17 January 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Stopped working within 1 1/2 months I ordered another senheiser earphone that too stopped working within 1 month it's worst service I have seen from any brandUpdating I called sennheiser company and they asked me to send these earphones to their gurgaon service centre it cost me an extra 60rs but after a week they sent me another brand new package I'm happy I got it but it would be good if they had pick up facility good earphones and quality sound experience,2 people found this helpful,0
